Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/512KB/512KB.out,4250380.0mm^2,3.99365ns,,10.4619GB/s,1.56199GB/s,117.282pJ,211.588pJ,10456.5mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/1024KB/1024KB.out,5278410.0mm^2,4.17798ns,,10.2681GB/s,1.58104GB/s,145.377pJ,239.429pJ,22148.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/2048KB/2048KB.out,5278650.0mm^2,4.178ns,,10.2681GB/s,1.58104GB/s,175.184pJ,269.236pJ,44297.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/4096KB/4096KB.out,5279140.0mm^2,4.17804ns,,10.2681GB/s,1.58104GB/s,237.22pJ,331.272pJ,88595.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/16KB/16KB.out,48779.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,10.9063pJ,10.649pJ,5.72252uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/32KB/32KB.out,94133.2um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,12.7686pJ,12.2961pJ,13.4895uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/64KB/64KB.out,188266um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,20.6576pJ,20.1851pJ,26.9791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/128KB/128KB.out,221071um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,34.9891pJ,34.5166pJ,53.9581uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/256KB/256KB.out,221314um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,64.2576pJ,63.7852pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/512KB/512KB.out,221800um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,125.217pJ,124.745pJ,215.833uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/1024KB/1024KB.out,222772um^2,0.277ps,0.188ps,233.496GB/s,204.778GB/s,256.825pJ,256.352pJ,431.665uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/2048KB/2048KB.out,386862um^2,0.387ps,0.276ps,123.416GB/s,109.725GB/s,263.058pJ,262.166pJ,986.154uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/SRAM/4096KB/4096KB.out,481254um^2,0.511ps,0.346ps,118.21GB/s,101.762GB/s,269.835pJ,268.91pJ,1176.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/16KB/16KB.out,280125um^2,1.81312ns,20.1811ns,10.1778GB/s,0.798MB/s,44.4326pJ,408.316pJ,620.88uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/32KB/32KB.out,667765um^2,2.3575ns,20.4833ns,10.2451GB/s,0.795MB/s,57.74pJ,421.764pJ,1243.37mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/64KB/64KB.out,483314um^2,2.02264ns,20.2975ns,9.91921GB/s,0.794MB/s,48.113pJ,410.779pJ,1267.03mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/128KB/128KB.out,966627um^2,2.57263ns,20.5725ns,9.91921GB/s,0.794MB/s,64.8628pJ,427.529pJ,2534.05mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/256KB/256KB.out,1091260.0mm^2,2.45032ns,20.4668ns,9.16191GB/s,0.794MB/s,66.3536pJ,426.227pJ,2721.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/512KB/512KB.out,2182510.0mm^2,3.143ns,20.8131ns,9.16191GB/s,0.794MB/s,85.4509pJ,445.324pJ,5443.46mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/1024KB/1024KB.out,3263030.0mm^2,3.43229ns,20.9428ns,9.08209GB/s,0.795MB/s,112.362pJ,472.08pJ,11143.0mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/2048KB/2048KB.out,5340290.0mm^2,4.673ns,21.4448ns,7.94826GB/s,0.794MB/s,127.573pJ,481.861pJ,13723.1mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/RRAM/4096KB/4096KB.out,5373660.0mm^2,4.67301ns,21.4448ns,7.94826GB/s,0.794MB/s,142.375pJ,496.664pJ,27446.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/16KB/16KB.out,47441.2um^2,0.055ps,,492.303GB/s,0.107MB/s,166.684pJ,11626.9nJ,7.97047uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/32KB/32KB.out,81812.6um^2,0.162ps,,186.542GB/s,0.107MB/s,265.678pJ,11546.3nJ,47.1998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/64KB/64KB.out,82055.6um^2,0.162ps,,186.542GB/s,0.107MB/s,294.543pJ,11575.2nJ,94.3997uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/128KB/128KB.out,82541.6um^2,0.162ps,,186.542GB/s,0.107MB/s,354.695pJ,11635.4nJ,188.799uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/256KB/256KB.out,83513.6um^2,0.162ps,,186.542GB/s,0.107MB/s,484.687pJ,11765.3nJ,377.599uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/512KB/512KB.out,85497.3um^2,0.175ps,,177.055GB/s,0.107MB/s,503.923pJ,11766.8nJ,382.817uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/1024KB/1024KB.out,90445.1um^2,0.216ps,,170.082GB/s,0.107MB/s,542.386pJ,11769.8nJ,392.713uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/2048KB/2048KB.out,150723um^2,0.245ps,,361.181GB/s,0.107MB/s,507.71pJ,11775.1nJ,132.851uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/PCRAM/4096KB/4096KB.out,138828um^2,0.263ps,,189.917GB/s,0.107MB/s,760.876pJ,11775.2nJ,352.009uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/16KB/16KB.out,389405um^2,1.81276ns,,10.5895GB/s,1.58104GB/s,55.539pJ,152.265pJ,1241.81mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/32KB/32KB.out,778811um^2,2.25915ns,,10.5895GB/s,1.58104GB/s,70.4137pJ,167.139pJ,2483.62mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/64KB/64KB.out,842637um^2,2.05067ns,,10.478GB/s,1.57573GB/s,67.9006pJ,163.784pJ,2527.48mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/128KB/128KB.out,1685270.0mm^2,2.71568ns,,10.478GB/s,1.57573GB/s,86.3362pJ,182.22pJ,5054.96mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/256KB/256KB.out,2368380.0mm^2,2.81952ns,,10.4903GB/s,1.58389GB/s,110.469pJ,206.226pJ,10266.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/512KB/512KB.out,4250380.0mm^2,3.99365ns,,10.4619GB/s,1.56199GB/s,117.282pJ,211.588pJ,10456.5mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/1024KB/1024KB.out,5278410.0mm^2,4.17798ns,,10.2681GB/s,1.58104GB/s,145.377pJ,239.429pJ,22148.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/2048KB/2048KB.out,5278650.0mm^2,4.178ns,,10.2681GB/s,1.58104GB/s,175.184pJ,269.236pJ,44297.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/STTRAM/4096KB/4096KB.out,5279140.0mm^2,4.17804ns,,10.2681GB/s,1.58104GB/s,237.22pJ,331.272pJ,88595.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/16KB/16KB.out,48779.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,10.9063pJ,10.649pJ,5.72252uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/32KB/32KB.out,94133.2um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,12.7686pJ,12.2961pJ,13.4895uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/64KB/64KB.out,188266um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,20.6576pJ,20.1851pJ,26.9791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/128KB/128KB.out,221071um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,34.9891pJ,34.5166pJ,53.9581uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/256KB/256KB.out,221314um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,64.2576pJ,63.7852pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/512KB/512KB.out,221800um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,125.217pJ,124.745pJ,215.833uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/1024KB/1024KB.out,222772um^2,0.277ps,0.188ps,233.496GB/s,204.778GB/s,256.825pJ,256.352pJ,431.665uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/2048KB/2048KB.out,386862um^2,0.387ps,0.276ps,123.416GB/s,109.725GB/s,263.058pJ,262.166pJ,986.154uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/SRAM/4096KB/4096KB.out,481254um^2,0.511ps,0.346ps,118.21GB/s,101.762GB/s,269.835pJ,268.91pJ,1176.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/16KB/16KB.out,280125um^2,1.81312ns,20.1811ns,10.1778GB/s,0.798MB/s,44.4326pJ,408.316pJ,620.88uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/32KB/32KB.out,667765um^2,2.3575ns,20.4833ns,10.2451GB/s,0.795MB/s,57.74pJ,421.764pJ,1243.37mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/64KB/64KB.out,483314um^2,2.02264ns,20.2975ns,9.91921GB/s,0.794MB/s,48.113pJ,410.779pJ,1267.03mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/128KB/128KB.out,966627um^2,2.57263ns,20.5725ns,9.91921GB/s,0.794MB/s,64.8628pJ,427.529pJ,2534.05mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/256KB/256KB.out,1091260.0mm^2,2.45032ns,20.4668ns,9.16191GB/s,0.794MB/s,66.3536pJ,426.227pJ,2721.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/512KB/512KB.out,2182510.0mm^2,3.143ns,20.8131ns,9.16191GB/s,0.794MB/s,85.4509pJ,445.324pJ,5443.46mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/1024KB/1024KB.out,3263030.0mm^2,3.43229ns,20.9428ns,9.08209GB/s,0.795MB/s,112.362pJ,472.08pJ,11143.0mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/2048KB/2048KB.out,5340290.0mm^2,4.673ns,21.4448ns,7.94826GB/s,0.794MB/s,127.573pJ,481.861pJ,13723.1mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/RRAM/4096KB/4096KB.out,5373660.0mm^2,4.67301ns,21.4448ns,7.94826GB/s,0.794MB/s,142.375pJ,496.664pJ,27446.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/16KB/16KB.out,49250.6um^2,0.162ps,,186.542GB/s,0.107MB/s,251.548pJ,11532.2nJ,23.5999uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/32KB/32KB.out,81812.6um^2,0.162ps,,186.542GB/s,0.107MB/s,265.678pJ,11546.3nJ,47.1998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/64KB/64KB.out,140280um^2,0.284ps,,108.897GB/s,0.107MB/s,498.629pJ,11539.8nJ,128.885uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/128KB/128KB.out,173085um^2,0.284ps,,108.897GB/s,0.107MB/s,512.96pJ,11554.2nJ,257.77uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/256KB/256KB.out,518061um^2,0.768ps,,79.7082GB/s,0.107MB/s,999.14pJ,11561.2nJ,745.385uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/512KB/512KB.out,551109um^2,0.768ps,,79.7082GB/s,0.107MB/s,1013.67nJ,11575.7nJ,1490.77mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/1024KB/1024KB.out,551352um^2,0.768ps,,79.7082GB/s,0.107MB/s,1043.35nJ,11605.4nJ,2981.54mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/2048KB/2048KB.out,551838um^2,0.768ps,,79.7082GB/s,0.107MB/s,1105.11nJ,11667.2nJ,5963.08mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteDynamicEnergy/PCRAM/4096KB/4096KB.out,552810um^2,0.769ps,,79.7082GB/s,0.107MB/s,1238.34nJ,11800.4nJ,11926.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/16KB/16KB.out,389405um^2,1.81276ns,,10.5895GB/s,1.58104GB/s,55.539pJ,152.265pJ,1241.81mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/32KB/32KB.out,598414um^2,1.83307ns,,10.6803GB/s,1.5874GB/s,75.1886pJ,172.025pJ,2474.66mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/64KB/64KB.out,842637um^2,2.05067ns,,10.478GB/s,1.57573GB/s,67.9006pJ,163.784pJ,2527.48mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/128KB/128KB.out,1200550.0mm^2,2.1545ns,,10.4903GB/s,1.58389GB/s,91.944pJ,187.702pJ,5133.39mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/256KB/256KB.out,1948220.0mm^2,2.73214ns,,10.4801GB/s,1.58104GB/s,104.594pJ,200.429pJ,10176.4mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/512KB/512KB.out,2368620.0mm^2,2.81954ns,,10.4903GB/s,1.58389GB/s,139.872pJ,235.63pJ,20533.5mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/1024KB/1024KB.out,4283510.0mm^2,3.99366ns,,10.4619GB/s,1.56199GB/s,131.883pJ,226.188pJ,20912.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/2048KB/2048KB.out,5278650.0mm^2,4.178ns,,10.2681GB/s,1.58104GB/s,175.184pJ,269.236pJ,44297.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/STTRAM/4096KB/4096KB.out,5279140.0mm^2,4.17804ns,,10.2681GB/s,1.58104GB/s,237.22pJ,331.272pJ,88595.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/16KB/16KB.out,48779.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,10.9063pJ,10.649pJ,5.72252uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/32KB/32KB.out,94133.2um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,12.7686pJ,12.2961pJ,13.4895uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/64KB/64KB.out,126776um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,26.9655pJ,26.4931pJ,26.9791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/128KB/128KB.out,127019um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,55.9649pJ,55.4925pJ,53.9581uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/256KB/256KB.out,221314um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,64.2576pJ,63.7852pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/512KB/512KB.out,221800um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,125.217pJ,124.745pJ,215.833uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/1024KB/1024KB.out,222772um^2,0.277ps,0.188ps,233.496GB/s,204.778GB/s,256.825pJ,256.352pJ,431.665uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/2048KB/2048KB.out,295300um^2,0.265ps,0.197ps,191.038GB/s,151.326GB/s,258.918pJ,257.946pJ,471.897uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/SRAM/4096KB/4096KB.out,396124um^2,0.399ps,0.288ps,170.986GB/s,140.64GB/s,265.83pJ,264.794pJ,660.679uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/16KB/16KB.out,280125um^2,1.81312ns,20.1811ns,10.1778GB/s,0.798MB/s,44.4326pJ,408.316pJ,620.88uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/32KB/32KB.out,312687um^2,1.81313ns,20.1811ns,10.1778GB/s,0.798MB/s,58.5622pJ,422.445pJ,1241.76mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/64KB/64KB.out,483314um^2,2.02264ns,20.2975ns,9.91921GB/s,0.794MB/s,48.113pJ,410.779pJ,1267.03mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/128KB/128KB.out,986694um^2,2.16735ns,20.3458ns,9.80925GB/s,0.796MB/s,75.1785pJ,437.691pJ,2573.18mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/256KB/256KB.out,1091260.0mm^2,2.45032ns,20.4668ns,9.16191GB/s,0.794MB/s,66.3536pJ,426.227pJ,2721.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/512KB/512KB.out,1124300.0mm^2,2.45034ns,20.4668ns,9.16191GB/s,0.794MB/s,80.887pJ,440.76pJ,5443.46mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/1024KB/1024KB.out,2215640.0mm^2,3.14301ns,20.8131ns,9.16191GB/s,0.794MB/s,100.052pJ,459.925pJ,10886.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/2048KB/2048KB.out,5340290.0mm^2,4.673ns,21.4448ns,7.94826GB/s,0.794MB/s,127.573pJ,481.861pJ,13723.1mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/RRAM/4096KB/4096KB.out,5373660.0mm^2,4.67301ns,21.4448ns,7.94826GB/s,0.794MB/s,142.375pJ,496.664pJ,27446.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/16KB/16KB.out,47441.2um^2,0.055ps,,492.303GB/s,0.107MB/s,166.684pJ,11626.9nJ,7.97047uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/32KB/32KB.out,48413.2um^2,0.055ps,,492.303GB/s,0.107MB/s,293.986pJ,11754.2nJ,15.9409uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/64KB/64KB.out,60342.9um^2,0.076ps,,406.374GB/s,0.107MB/s,358.245pJ,11758.6nJ,28.7566uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/128KB/128KB.out,53263.3um^2,0.088ps,,368.628GB/s,0.107MB/s,366.446pJ,11758.0nJ,33.7767uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/256KB/256KB.out,55337.9um^2,0.124ps,,343.798GB/s,0.107MB/s,386.775pJ,11760.6nJ,37.8021uW
